"Kommun_code"	"Year"	"Kommun_name"	"Revenue"	"Employee"	"Population"	"Population_University"	"Percent_University"	"Productivity"	"SalesIndex"	"Infrast"	"Border"
"183"	"2010"	"Sundbyberg"	"573"	"365"	"38633"	"6520"	"0.16876763"	"78.67478"	"59.041205"	"0"	"0"
"184"	"2010"	"Solna"	"1491"	"847"	"68144"	"16038"	"0.23535454"	"88.22019"	"153.630779"	"0"	"0"
"186"	"2010"	"Lidingö"	"533"	"259"	"44017"	"10030"	"0.22786651"	"103.13384"	"54.919655"	"0"	"0"
"187"	"2010"	"Vaxholm"	"68"	"57"	"10965"	"1946"	"0.17747378"	"59.78715"	"7.006635"	"0"	"0"
"188"	"2010"	"Norrtälje"	"1191"	"678"	"56080"	"4663"	"0.08314907"	"88.03509"	"122.719153"	"0"	"0"
"191"	"2010"	"Sigtuna"	"754"	"508"	"39990"	"4047"	"0.10120030"	"74.38432"	"77.691219"	"0"	"0"
"192"	"2010"	"Nynäshamn"	"386"	"195"	"26032"	"2149"	"0.08255224"	"99.20338"	"39.772958"	"0"	"0"
"305"	"2010"	"Håbo"	"218"	"147"	"19629"	"1661"	"0.08461970"	"74.32124"	"22.462448"	"0"	"0"
"319"	"2010"	"Älvkarleby"	"61"	"41"	"9103"	"611"	"0.06712073"	"74.56238"	"6.285364"	"0"	"0"
"331"	"2010"	"Heby"	"134"	"62"	"13382"	"775"	"0.05791362"	"108.31457"	"13.807193"	"0"	"0"
"360"	"2010"	"Tierp"	"148"	"135"	"20125"	"1258"	"0.06250932"	"54.94165"	"15.249735"	"0"	"0"
"380"	"2010"	"Uppsala"	"7042"	"3391"	"197787"	"40476"	"0.20464439"	"104.07394"	"725.598890"	"0"	"0"
"381"	"2010"	"Enköping"	"651"	"343"	"39759"	"3814"	"0.09592797"	"95.11755"	"67.078227"	"0"	"0"
"382"	"2010"	"Östhammar"	"236"	"122"	"21373"	"1473"	"0.06891873"	"96.94512"	"24.317145"	"0"	"0"
"428"	"2010"	"Vingåker"	"317"	"182"	"8893"	"535"	"0.06015968"	"87.28943"	"32.663284"	"0"	"0"
"461"	"2010"	"Gnesta"	"85"	"49"	"10360"	"921"	"0.08889961"	"86.93539"	"8.758294"	"0"	"0"
"480"	"2010"	"Nyköping"	"1642"	"708"	"51644"	"5487"	"0.10624661"	"116.22877"	"169.189631"	"0"	"0"
"481"	"2010"	"Oxelösund"	"106"	"76"	"11193"	"787"	"0.07031180"	"69.89821"	"10.922108"	"1"	"0"
"482"	"2010"	"Flen"	"136"	"83"	"16028"	"1144"	"0.07137509"	"82.11728"	"14.013270"	"0"	"0"
"483"	"2010"	"Katrineholm"	"666"	"386"	"32428"	"2665"	"0.08218206"	"86.46905"	"68.623809"	"0"	"0"
"484"	"2010"	"Eskilstuna"	"2844"	"1485"	"96311"	"9898"	"0.10277123"	"95.97915"	"293.042210"	"0"	"0"
"486"	"2010"	"Strängnäs"	"616"	"278"	"32419"	"3848"	"0.11869583"	"111.04773"	"63.471871"	"0"	"0"
"488"	"2010"	"Trosa"	"115"	"87"	"11462"	"1100"	"0.09596929"	"66.24489"	"11.849456"	"0"	"0"
"509"	"2010"	"Ödeshög"	"41"	"30"	"5284"	"348"	"0.06585920"	"68.49145"	"4.224589"	"0"	"0"
"512"	"2010"	"Ydre"	"17"	"14"	"3672"	"318"	"0.08660131"	"60.85477"	"1.751659"	"0"	"0"
"513"	"2010"	"Kinda"	"56"	"34"	"9762"	"807"	"0.08266749"	"82.54350"	"5.770170"	"0"	"0"
"560"	"2010"	"Boxholm"	"11"	"2"	"5221"	"301"	"0.05765179"	"275.63633"	"1.133426"	"0"	"0"
"561"	"2010"	"Åtvidaberg"	"75"	"60"	"11504"	"794"	"0.06901947"	"62.64462"	"7.727906"	"0"	"0"
"562"	"2010"	"Finspång"	"249"	"73"	"20747"	"1645"	"0.07928857"	"170.94258"	"25.656649"	"0"	"0"
"563"	"2010"	"Valdemarsvik"	"135"	"77"	"7760"	"492"	"0.06340206"	"87.86518"	"13.910231"	"0"	"0"
"580"	"2010"	"Linköping"	"5348"	"2280"	"146416"	"26023"	"0.17773331"	"117.55208"	"551.051245"	"0"	"0"
"581"	"2010"	"Norrköping"	"4438"	"2630"	"130050"	"14526"	"0.11169550"	"84.56785"	"457.285981"	"0"	"0"
"582"	"2010"	"Söderköping"	"237"	"137"	"14024"	"1334"	"0.09512265"	"86.69650"	"24.420184"	"0"	"0"
"583"	"2010"	"Motala"	"1040"	"497"	"41955"	"3424"	"0.08161125"	"104.86987"	"107.160302"	"0"	"0"
"584"	"2010"	"Vadstena"	"86"	"66"	"7391"	"789"	"0.10675145"	"65.30227"	"8.861333"	"0"	"0"
"586"	"2010"	"Mjölby"	"548"	"304"	"25856"	"2128"	"0.08230198"	"90.34014"	"56.465236"	"0"	"0"
"604"	"2010"	"Aneby"	"52"	"42"	"6393"	"471"	"0.07367433"	"62.04800"	"5.358015"	"0"	"0"
"617"	"2010"	"Gnosjö"	"35"	"24"	"9546"	"486"	"0.05091138"	"73.08539"	"3.606356"	"0"	"0"
"642"	"2010"	"Mullsjö"	"23"	"54"	"7033"	"602"	"0.08559647"	"21.34557"	"2.369891"	"0"	"0"
"643"	"2010"	"Habo"	"80"	"68"	"10741"	"1097"	"0.10213202"	"58.95964"	"8.243100"	"0"	"0"
"662"	"2010"	"Gislaved"	"581"	"259"	"29111"	"1726"	"0.05929030"	"112.42170"	"59.865515"	"0"	"0"
"665"	"2010"	"Vaggeryd"	"63"	"39"	"12991"	"978"	"0.07528289"	"80.95612"	"6.491441"	"0"	"0"
"680"	"2010"	"Jönköping"	"5298"	"2556"	"127382"	"16750"	"0.13149425"	"103.87831"	"545.899307"	"0"	"0"
"682"	"2010"	"Nässjö"	"669"	"390"	"29339"	"2123"	"0.07236102"	"85.96769"	"68.932925"	"0"	"0"
"683"	"2010"	"Värnamo"	"902"	"438"	"32833"	"2717"	"0.08275211"	"103.20630"	"92.940954"	"0"	"0"
"684"	"2010"	"Sävsjö"	"112"	"75"	"10830"	"715"	"0.06602031"	"74.83944"	"11.540340"	"0"	"0"
"685"	"2010"	"Vetlanda"	"659"	"360"	"26304"	"1842"	"0.07002737"	"91.73957"	"67.902537"	"0"	"0"
"686"	"2010"	"Eksjö"	"218"	"124"	"16244"	"1795"	"0.11050234"	"88.10663"	"22.462448"	"0"	"0"
"687"	"2010"	"Tranås"	"397"	"248"	"18119"	"1410"	"0.07781886"	"80.22553"	"40.906384"	"0"	"0"
"760"	"2010"	"Uppvidinge"	"55"	"41"	"9244"	"547"	"0.05917352"	"67.22837"	"5.667131"	"0"	"0"
"761"	"2010"	"Lessebo"	"217"	"160"	"8139"	"554"	"0.06806733"	"67.96941"	"22.359409"	"0"	"0"
"763"	"2010"	"Tingsryd"	"210"	"164"	"12231"	"834"	"0.06818739"	"64.17254"	"21.638138"	"0"	"0"
"764"	"2010"	"Alvesta"	"182"	"126"	"18802"	"1432"	"0.07616211"	"72.38934"	"18.753053"	"0"	"0"
"765"	"2010"	"Älmhult"	"847"	"853"	"15603"	"1511"	"0.09684035"	"49.76318"	"87.273823"	"0"	"0"
"767"	"2010"	"Markaryd"	"144"	"89"	"9619"	"514"	"0.05343591"	"81.08607"	"14.837580"	"0"	"0"
"780"	"2010"	"Växjö"	"3268"	"1315"	"83005"	"12266"	"0.14777423"	"124.54608"	"336.730641"	"0"	"0"
"781"	"2010"	"Ljungby"	"516"	"257"	"27297"	"2201"	"0.08063157"	"100.62140"	"53.167996"	"0"	"0"
"821"	"2010"	"Högsby"	"90"	"25"	"5777"	"365"	"0.06318158"	"180.41650"	"9.273488"	"0"	"0"
"834"	"2010"	"Torsås"	"96"	"64"	"6962"	"517"	"0.07426027"	"75.17354"	"9.891720"	"0"	"0"
"840"	"2010"	"Mörbylånga"	"240"	"142"	"14021"	"1645"	"0.11732401"	"84.70258"	"24.729300"	"0"	"0"
"860"	"2010"	"Hultsfred"	"151"	"97"	"13696"	"788"	"0.05753505"	"78.01516"	"15.558852"	"0"	"0"
"861"	"2010"	"Mönsterås"	"104"	"54"	"12909"	"943"	"0.07304981"	"96.51912"	"10.716030"	"0"	"0"
"862"	"2010"	"Emmaboda"	"93"	"63"	"9187"	"634"	"0.06901056"	"73.98031"	"9.582604"	"0"	"0"
"881"	"2010"	"Nybro"	"333"	"187"	"19651"	"1431"	"0.07282072"	"89.24346"	"34.311904"	"0"	"0"
"882"	"2010"	"Oskarshamn"	"482"	"254"	"26163"	"2186"	"0.08355311"	"95.10144"	"49.664678"	"0"	"0"
"883"	"2010"	"Västervik"	"804"	"408"	"36206"	"3265"	"0.09017842"	"98.75740"	"82.843156"	"0"	"0"
"884"	"2010"	"Vimmerby"	"531"	"269"	"15473"	"1029"	"0.06650294"	"98.92727"	"54.713577"	"0"	"0"
"885"	"2010"	"Borgholm"	"203"	"94"	"10676"	"1038"	"0.09722743"	"108.22858"	"20.916867"	"0"	"0"
"980"	"2010"	"Gotland"	"1542"	"767"	"57269"	"6203"	"0.10831340"	"100.75411"	"158.885755"	"1"	"0"
"1060"	"2010"	"Olofström"	"172"	"83"	"12988"	"733"	"0.05643671"	"103.85421"	"17.722665"	"0"	"0"
"1080"	"2010"	"Karlskrona"	"2037"	"785"	"64032"	"9004"	"0.14061719"	"130.04544"	"209.889937"	"0"	"0"
"1081"	"2010"	"Ronneby"	"646"	"262"	"28254"	"2813"	"0.09956112"	"123.56771"	"66.563034"	"1"	"0"
"1082"	"2010"	"Karlshamn"	"762"	"420"	"31143"	"3093"	"0.09931606"	"90.92419"	"78.515529"	"1"	"0"
"1083"	"2010"	"Sölvesborg"	"254"	"129"	"16810"	"1434"	"0.08530637"	"98.67742"	"26.171843"	"0"	"0"
"1214"	"2010"	"Svalöv"	"45"	"40"	"13242"	"1109"	"0.08374868"	"56.38016"	"4.636744"	"0"	"0"
"1230"	"2010"	"Staffanstorp"	"252"	"127"	"22259"	"3215"	"0.14443596"	"99.44217"	"25.965765"	"0"	"0"
"1231"	"2010"	"Burlöv"	"1962"	"928"	"16701"	"1639"	"0.09813784"	"105.95581"	"202.162031"	"0"	"0"
"1233"	"2010"	"Vellinge"	"327"	"332"	"33303"	"5368"	"0.16118668"	"49.36094"	"33.693672"	"0"	"0"
"1256"	"2010"	"Östra Göinge"	"71"	"41"	"13590"	"877"	"0.06453274"	"86.78572"	"7.315751"	"0"	"0"
"1257"	"2010"	"Örkelljunga"	"113"	"42"	"9631"	"670"	"0.06956702"	"134.83509"	"11.643379"	"0"	"0"
"1260"	"2010"	"Bjuv"	"182"	"89"	"14841"	"732"	"0.04932282"	"102.48378"	"18.753053"	"0"	"0"
"1261"	"2010"	"Kävlinge"	"1455"	"559"	"29013"	"3911"	"0.13480164"	"130.44425"	"149.921384"	"0"	"0"
"1262"	"2010"	"Lomma"	"185"	"130"	"21559"	"4564"	"0.21169813"	"71.31849"	"19.062169"	"0"	"0"
"1263"	"2010"	"Svedala"	"202"	"134"	"19822"	"2185"	"0.11023106"	"75.54754"	"20.813828"	"0"	"0"
"1264"	"2010"	"Skurup"	"285"	"122"	"14981"	"1242"	"0.08290501"	"117.07355"	"29.366044"	"0"	"0"
"1265"	"2010"	"Sjöbo"	"311"	"196"	"18112"	"1422"	"0.07851148"	"79.52031"	"32.045052"	"0"	"0"
"1266"	"2010"	"Hörby"	"112"	"84"	"14840"	"1239"	"0.08349057"	"66.82093"	"11.540340"	"0"	"0"
"1267"	"2010"	"Höör"	"185"	"139"	"15460"	"1851"	"0.11972833"	"66.70075"	"19.062169"	"0"	"0"
"1270"	"2010"	"Tomelilla"	"365"	"225"	"12914"	"958"	"0.07418306"	"81.29880"	"37.609144"	"0"	"0"
"1272"	"2010"	"Bromölla"	"230"	"139"	"12272"	"869"	"0.07081160"	"82.92525"	"23.698913"	"0"	"0"
"1273"	"2010"	"Osby"	"139"	"81"	"12724"	"895"	"0.07033952"	"86.00101"	"14.322387"	"0"	"0"
"1275"	"2010"	"Perstorp"	"22"	"12"	"7061"	"434"	"0.06146438"	"91.87878"	"2.266853"	"0"	"0"
"1276"	"2010"	"Klippan"	"157"	"80"	"16515"	"1139"	"0.06896761"	"98.35205"	"16.177084"	"0"	"0"
"1277"	"2010"	"Åstorp"	"876"	"326"	"14737"	"828"	"0.05618511"	"134.66672"	"90.261947"	"0"	"0"
"1278"	"2010"	"Båstad"	"267"	"128"	"14278"	"1784"	"0.12494747"	"104.53821"	"27.511347"	"0"	"0"
"1280"	"2010"	"Malmö"	"11217"	"5740"	"298963"	"50084"	"0.16752575"	"97.93515"	"1155.785679"	"1"	"0"
"1281"	"2010"	"Lund"	"3438"	"1561"	"110488"	"29233"	"0.26458077"	"110.37653"	"354.247229"	"0"	"0"
"1282"	"2010"	"Landskrona"	"596"	"363"	"41724"	"3713"	"0.08898955"	"82.28362"	"61.411096"	"0"	"0"
"1283"	"2010"	"Helsingborg"	"5528"	"3244"	"129177"	"16395"	"0.12691888"	"85.40061"	"569.598220"	"1"	"0"
"1284"	"2010"	"Höganäs"	"193"	"186"	"24637"	"3439"	"0.13958680"	"52.00177"	"19.886479"	"0"	"0"
"1285"	"2010"	"Eslöv"	"440"	"243"	"31587"	"3066"	"0.09706525"	"90.74447"	"45.337051"	"0"	"0"
"1286"	"2010"	"Ystad"	"1011"	"503"	"28338"	"3277"	"0.11563978"	"100.72956"	"104.172178"	"0"	"0"
"1287"	"2010"	"Trelleborg"	"748"	"367"	"42219"	"3725"	"0.08823042"	"102.14316"	"77.072986"	"1"	"0"
"1290"	"2010"	"Kristianstad"	"2739"	"1285"	"79543"	"9507"	"0.11952026"	"106.82248"	"282.223141"	"0"	"0"
"1291"	"2010"	"Simrishamn"	"337"	"182"	"19297"	"2181"	"0.11302275"	"92.79665"	"34.724059"	"0"	"0"
"1292"	"2010"	"Ängelholm"	"952"	"467"	"39394"	"4488"	"0.11392598"	"102.16305"	"98.092892"	"0"	"0"
"1293"	"2010"	"Hässleholm"	"1243"	"618"	"50107"	"4765"	"0.09509649"	"100.79905"	"128.077169"	"0"	"0"
"1315"	"2010"	"Hylte"	"190"	"98"	"10177"	"619"	"0.06082343"	"97.16308"	"19.577363"	"0"	"0"
"1380"	"2010"	"Halmstad"	"3196"	"1437"	"91800"	"11604"	"0.12640523"	"111.46121"	"329.311851"	"0"	"0"
"1381"	"2010"	"Laholm"	"316"	"210"	"23390"	"1851"	"0.07913638"	"75.41219"	"32.560246"	"0"	"0"
"1382"	"2010"	"Falkenberg"	"4395"	"2035"	"41008"	"3396"	"0.08281311"	"108.23513"	"452.855314"	"0"	"0"
"1383"	"2010"	"Varberg"	"1639"	"1109"	"58084"	"6151"	"0.10589835"	"74.06639"	"168.880514"	"0"	"0"
"1384"	"2010"	"Kungsbacka"	"2139"	"1038"	"75025"	"10461"	"0.13943352"	"103.27310"	"220.399890"	"0"	"0"
"1401"	"2010"	"Härryda"	"220"	"160"	"34463"	"5137"	"0.14905841"	"68.90908"	"22.668525"	"0"	"0"
"1402"	"2010"	"Partille"	"1123"	"665"	"35084"	"5215"	"0.14864326"	"84.63147"	"115.712518"	"0"	"0"
"1407"	"2010"	"Öckerö"	"99"	"54"	"12449"	"1310"	"0.10522934"	"91.87878"	"10.200836"	"0"	"0"
"1415"	"2010"	"Stenungsund"	"708"	"390"	"24292"	"2675"	"0.11011856"	"90.97926"	"72.951436"	"0"	"0"
"1419"	"2010"	"Tjörn"	"90"	"76"	"14955"	"1642"	"0.10979605"	"59.34753"	"9.273488"	"0"	"0"
"1421"	"2010"	"Orust"	"259"	"115"	"15221"	"1427"	"0.09375205"	"112.86926"	"26.687037"	"0"	"0"
"1427"	"2010"	"Sotenäs"	"182"	"100"	"9052"	"846"	"0.09346001"	"91.21057"	"18.753053"	"0"	"0"
"1430"	"2010"	"Munkedal"	"135"	"59"	"10181"	"636"	"0.06246931"	"114.67151"	"13.910231"	"0"	"0"
"1435"	"2010"	"Tanum"	"254"	"173"	"12370"	"1097"	"0.08868230"	"73.58027"	"26.171843"	"0"	"1"
"1438"	"2010"	"Dals-Ed"	"112"	"42"	"4692"	"301"	"0.06415175"	"133.64186"	"11.540340"	"0"	"1"
"1439"	"2010"	"Färgelanda"	"30"	"41"	"6654"	"395"	"0.05936279"	"36.67002"	"3.091163"	"0"	"0"
"1440"	"2010"	"Ale"	"140"	"114"	"27442"	"2368"	"0.08629109"	"61.54559"	"14.425425"	"0"	"0"
"1441"	"2010"	"Lerum"	"328"	"239"	"38580"	"5239"	"0.13579575"	"68.77803"	"33.796711"	"0"	"0"
"1442"	"2010"	"Vårgårda"	"125"	"58"	"10943"	"819"	"0.07484236"	"108.00797"	"12.879844"	"0"	"0"
"1443"	"2010"	"Bollebygd"	"68"	"46"	"8375"	"815"	"0.09731343"	"74.08407"	"7.006635"	"0"	"0"
"1444"	"2010"	"Grästorp"	"67"	"37"	"5776"	"427"	"0.07392659"	"90.75004"	"6.903596"	"0"	"0"
"1445"	"2010"	"Essunga"	"59"	"29"	"5564"	"323"	"0.05805176"	"101.95952"	"6.079286"	"0"	"0"
"1446"	"2010"	"Karlsborg"	"30"	"16"	"6752"	"715"	"0.10589455"	"93.96693"	"3.091163"	"0"	"0"
"1447"	"2010"	"Gullspång"	"39"	"22"	"5291"	"307"	"0.05802306"	"88.84146"	"4.018511"	"0"	"0"
"1452"	"2010"	"Tranemo"	"98"	"52"	"11587"	"746"	"0.06438250"	"94.44881"	"10.097798"	"0"	"0"
"1460"	"2010"	"Bengtsfors"	"121"	"52"	"9791"	"604"	"0.06168931"	"116.61537"	"12.467689"	"0"	"0"
"1461"	"2010"	"Mellerud"	"182"	"107"	"9179"	"585"	"0.06373243"	"85.24352"	"18.753053"	"0"	"0"
"1462"	"2010"	"Lilla Edet"	"55"	"39"	"12578"	"775"	"0.06161552"	"70.67598"	"5.667131"	"0"	"0"
"1463"	"2010"	"Mark"	"713"	"432"	"33845"	"2740"	"0.08095731"	"82.71410"	"73.466630"	"0"	"0"
"1465"	"2010"	"Svenljunga"	"108"	"82"	"10288"	"575"	"0.05589036"	"66.00604"	"11.128185"	"0"	"0"
"1466"	"2010"	"Herrljunga"	"74"	"46"	"9314"	"649"	"0.06968005"	"80.62090"	"7.624868"	"0"	"0"
"1470"	"2010"	"Vara"	"225"	"131"	"15762"	"962"	"0.06103286"	"86.07658"	"23.183719"	"0"	"0"
"1471"	"2010"	"Götene"	"178"	"68"	"13223"	"1038"	"0.07849958"	"131.18520"	"18.340898"	"0"	"0"
"1472"	"2010"	"Tibro"	"187"	"89"	"10560"	"712"	"0.06742424"	"105.29927"	"19.268247"	"0"	"0"
"1473"	"2010"	"Töreboda"	"95"	"44"	"9113"	"588"	"0.06452321"	"108.20434"	"9.788681"	"0"	"0"
"1481"	"2010"	"Mölndal"	"3512"	"1487"	"60973"	"9962"	"0.16338379"	"118.36336"	"361.872096"	"0"	"0"
"1482"	"2010"	"Kungälv"	"770"	"406"	"41241"	"4680"	"0.11347930"	"95.04701"	"79.339839"	"0"	"0"
"1484"	"2010"	"Lysekil"	"204"	"136"	"14521"	"1359"	"0.09358860"	"75.17354"	"21.019905"	"1"	"0"
"1485"	"2010"	"Uddevalla"	"2309"	"1010"	"51868"	"5727"	"0.11041490"	"114.57143"	"237.916478"	"0"	"0"
"1486"	"2010"	"Strömstad"	"1281"	"667"	"11808"	"1071"	"0.09070122"	"96.24918"	"131.992641"	"0"	"1"
"1487"	"2010"	"Vänersborg"	"473"	"266"	"36857"	"3954"	"0.10727949"	"89.11550"	"48.737330"	"0"	"0"
"1488"	"2010"	"Trollhättan"	"2004"	"1038"	"55248"	"5812"	"0.10519838"	"96.75516"	"206.489659"	"0"	"0"
"1489"	"2010"	"Alingsås"	"1065"	"719"	"37796"	"4554"	"0.12048894"	"74.23257"	"109.736271"	"0"	"0"
"1490"	"2010"	"Borås"	"3365"	"1486"	"103294"	"10919"	"0.10570798"	"113.48541"	"346.725400"	"0"	"0"
"1491"	"2010"	"Ulricehamn"	"635"	"440"	"22838"	"1957"	"0.08569052"	"72.32606"	"65.429607"	"0"	"0"
"1492"	"2010"	"Åmål"	"277"	"134"	"12295"	"974"	"0.07921919"	"103.59737"	"28.541734"	"0"	"0"
"1493"	"2010"	"Mariestad"	"566"	"345"	"23741"	"2202"	"0.09275094"	"82.21879"	"58.319934"	"0"	"0"
"1494"	"2010"	"Lidköping"	"998"	"519"	"38048"	"4100"	"0.10775862"	"96.36891"	"102.832674"	"0"	"0"
"1495"	"2010"	"Skara"	"346"	"361"	"18314"	"1660"	"0.09064104"	"48.03333"	"35.651408"	"0"	"0"
"1496"	"2010"	"Skövde"	"2438"	"1027"	"51402"	"6315"	"0.12285514"	"118.96988"	"251.208477"	"0"	"0"
"1497"	"2010"	"Hjo"	"101"	"52"	"8841"	"865"	"0.09783961"	"97.34010"	"10.406914"	"0"	"0"
"1498"	"2010"	"Tidaholm"	"126"	"80"	"12572"	"807"	"0.06419026"	"78.93222"	"12.982883"	"0"	"0"
"1499"	"2010"	"Falköping"	"586"	"328"	"31513"	"2657"	"0.08431441"	"89.53597"	"60.380709"	"0"	"0"
"1715"	"2010"	"Kil"	"66"	"45"	"11706"	"1048"	"0.08952674"	"73.50302"	"6.800558"	"0"	"0"
"1730"	"2010"	"Eda"	"626"	"271"	"8524"	"426"	"0.04997654"	"115.76541"	"64.502259"	"0"	"1"
"1737"	"2010"	"Torsby"	"194"	"103"	"12414"	"866"	"0.06975995"	"94.39267"	"19.989518"	"0"	"1"
"1760"	"2010"	"Storfors"	"11"	"10"	"4273"	"250"	"0.05850690"	"55.12727"	"1.133426"	"0"	"0"
"1761"	"2010"	"Hammarö"	"40"	"62"	"14926"	"2179"	"0.14598687"	"32.33271"	"4.121550"	"0"	"0"
"1762"	"2010"	"Munkfors"	"15"	"18"	"3771"	"174"	"0.04614161"	"41.76308"	"1.545581"	"0"	"0"
"1763"	"2010"	"Forshaga"	"65"	"44"	"11266"	"913"	"0.08104030"	"74.03455"	"6.697519"	"0"	"0"
"1764"	"2010"	"Grums"	"28"	"37"	"9091"	"502"	"0.05521945"	"37.92539"	"2.885085"	"0"	"0"
"1765"	"2010"	"Årjäng"	"439"	"239"	"9855"	"573"	"0.05814307"	"92.05352"	"45.234012"	"0"	"1"
"1766"	"2010"	"Sunne"	"216"	"131"	"13255"	"1052"	"0.07936628"	"82.63351"	"22.256370"	"0"	"0"
"1781"	"2010"	"Kristinehamn"	"370"	"173"	"23808"	"2184"	"0.09173387"	"107.18386"	"38.124338"	"0"	"0"
"1782"	"2010"	"Filipstad"	"71"	"48"	"10562"	"534"	"0.05055861"	"74.12947"	"7.315751"	"0"	"0"
"1783"	"2010"	"Hagfors"	"135"	"87"	"12480"	"770"	"0.06169872"	"77.76573"	"13.910231"	"0"	"0"
"1784"	"2010"	"Arvika"	"509"	"282"	"26034"	"2375"	"0.09122686"	"90.45705"	"52.446725"	"0"	"1"
"1785"	"2010"	"Säffle"	"274"	"159"	"15547"	"1094"	"0.07036727"	"86.36290"	"28.232618"	"0"	"0"
"1814"	"2010"	"Lekeberg"	"80"	"41"	"7134"	"625"	"0.08760863"	"97.78672"	"8.243100"	"0"	"0"
"1860"	"2010"	"Laxå"	"32"	"38"	"5686"	"271"	"0.04766092"	"42.20269"	"3.297240"	"0"	"0"
"1861"	"2010"	"Hallsberg"	"102"	"43"	"15275"	"1006"	"0.06585925"	"118.87909"	"10.509953"	"1"	"0"
"1862"	"2010"	"Degerfors"	"56"	"27"	"9641"	"483"	"0.05009854"	"103.94367"	"5.770170"	"0"	"0"
"1863"	"2010"	"Hällefors"	"52"	"33"	"7220"	"368"	"0.05096953"	"78.97019"	"5.358015"	"0"	"0"
"1864"	"2010"	"Ljusnarsberg"	"51"	"24"	"4931"	"266"	"0.05394443"	"106.49585"	"5.254976"	"0"	"0"
"1880"	"2010"	"Örebro"	"6228"	"2995"	"135460"	"19516"	"0.14407205"	"104.21387"	"641.725346"	"0"	"0"
"1881"	"2010"	"Kumla"	"152"	"98"	"20456"	"1598"	"0.07811889"	"77.73047"	"15.661890"	"0"	"0"
"1882"	"2010"	"Askersund"	"126"	"65"	"11278"	"809"	"0.07173258"	"97.14735"	"12.982883"	"0"	"0"
